League,Year,Code,Team,Standing,Played,Wins,Losses,Draws,Points
epl,2013,MNC,Manchester City,1,38,27,6,5,86
epl,2013,LIV,Liverpool,2,38,26,6,6,84
epl,2013,CHE,Chelsea,3,38,25,6,7,82
epl,2013,ARS,Arsenal,4,38,24,7,7,79
epl,2013,EVE,Everton,5,38,21,8,9,72
epl,2013,TOT,Tottenham Hotspur,6,38,21,11,6,69
epl,2013,MAN,Manchester United,7,38,19,12,7,64
epl,2013,SOU,Southampton,8,38,15,12,11,56
epl,2013,STK,Stoke City,9,38,13,14,11,50
epl,2013,NEW,Newcastle United,10,38,15,19,4,49
epl,2013,CRY,Crystal Palace,11,38,13,19,6,45
epl,2013,SWA,Swansea City,12,38,11,18,9,42
epl,2013,WHU,West Ham United,13,38,11,20,7,40
epl,2013,SUN,Sunderland,14,38,10,20,8,38
epl,2013,AVL,Aston Villa,15,38,10,20,8,38
epl,2013,HUL,Hull City,16,38,10,21,7,37
epl,2013,WBA,West Bromwich Albion,17,38,7,16,15,36
epl,2013,NOR,Norwich City,18,38,8,21,9,33
epl,2013,FUL,Fulham,19,38,9,24,5,32
epl,2013,CAR,Cardiff City,20,38,7,22,9,30
epl,2014,CHE,Chelsea,1,38,26,3,9,87
epl,2014,MNC,Manchester City,2,38,24,7,7,79
epl,2014,ARS,Arsenal,3,38,22,7,9,75
epl,2014,MAN,Manchester United,4,38,20,8,10,70
epl,2014,TOT,Tottenham Hotspur,5,38,19,12,7,64
epl,2014,LIV,Liverpool,6,38,18,12,8,62
epl,2014,SOU,Southampton,7,38,18,14,6,60
epl,2014,SWA,Swansea City,8,38,16,14,8,56
epl,2014,STK,Stoke City,9,38,15,14,9,54
epl,2014,CRY,Crystal Palace,10,38,13,16,9,48
epl,2014,EVE,Everton,11,38,12,15,11,47
epl,2014,WHU,West Ham United,12,38,12,15,11,47
epl,2014,WBA,West Bromwich Albion,13,38,11,16,11,44
epl,2014,LEI,Leicester City,14,38,11,19,8,41
epl,2014,NEW,Newcastle United,15,38,10,19,9,39
epl,2014,SUN,Sunderland,16,38,7,14,17,38
epl,2014,AVL,Aston Villa,17,38,10,20,8,38
epl,2014,HUL,Hull City,18,38,8,19,11,35
epl,2014,BUR,Burnley,19,38,7,19,12,33
epl,2014,QPR,Queens Park Rangers,20,38,8,24,6,30
epl,2015,LEI,Leicester City,1,38,23,3,12,81
epl,2015,ARS,Arsenal,2,38,20,7,11,71
epl,2015,TOT,Tottenham Hotspur,3,38,19,6,13,70
epl,2015,MNC,Manchester City,4,38,19,10,9,66
epl,2015,MAN,Manchester United,5,38,19,10,9,66
epl,2015,SOU,Southampton,6,38,18,11,9,63
epl,2015,WHU,West Ham United,7,38,16,8,14,62
epl,2015,LIV,Liverpool,8,38,16,10,12,60
epl,2015,STK,Stoke City,9,38,14,15,9,51
epl,2015,CHE,Chelsea,10,38,12,12,14,50
epl,2015,EVE,Everton,11,38,11,13,14,47
epl,2015,SWA,Swansea City,12,38,12,15,11,47
epl,2015,WAT,Watford,13,38,12,17,9,45
epl,2015,WBA,West Bromwich Albion,14,38,10,15,13,43
epl,2015,CRY,Crystal Palace,15,38,11,18,9,42
epl,2015,BOU,AFC Bournemouth,16,38,11,18,9,42
epl,2015,SUN,Sunderland,17,38,9,17,12,39
epl,2015,NEW,Newcastle United,18,38,9,19,10,37
epl,2015,NOR,Norwich City,19,38,9,22,7,34
epl,2015,AVL,Aston Villa,20,38,3,27,8,17
epl,2016,CHE,Chelsea,1,38,30,5,3,93
epl,2016,TOT,Tottenham Hotspur,2,38,26,4,8,86
epl,2016,MNC,Manchester City,3,38,23,6,9,78
epl,2016,LIV,Liverpool,4,38,22,6,10,76
epl,2016,ARS,Arsenal,5,38,23,9,6,75
epl,2016,MAN,Manchester United,6,38,18,5,15,69
epl,2016,EVE,Everton,7,38,17,11,10,61
epl,2016,SOU,Southampton,8,38,12,16,10,46
epl,2016,BOU,AFC Bournemouth,9,38,12,16,10,46
epl,2016,WBA,West Bromwich Albion,10,38,12,17,9,45
epl,2016,WHU,West Ham United,11,38,12,17,9,45
epl,2016,LEI,Leicester City,12,38,12,18,8,44
epl,2016,STK,Stoke City,13,38,11,16,11,44
epl,2016,CRY,Crystal Palace,14,38,12,21,5,41
epl,2016,SWA,Swansea City,15,38,12,21,5,41
epl,2016,BUR,Burnley,16,38,11,20,7,40
epl,2016,WAT,Watford,17,38,11,20,7,40
epl,2016,HUL,Hull City,18,38,9,22,7,34
epl,2016,MID,Middlesbrough,19,38,5,20,13,28
epl,2016,SUN,Sunderland,20,38,6,26,6,24
epl,2017,MNC,Manchester City,1,38,32,2,4,100
epl,2017,MAN,Manchester United,2,38,25,7,6,81
epl,2017,TOT,Tottenham Hotspur,3,38,23,7,8,77
epl,2017,LIV,Liverpool,4,38,21,5,12,75
epl,2017,CHE,Chelsea,5,38,21,10,7,70
epl,2017,ARS,Arsenal,6,38,19,13,6,63
epl,2017,BUR,Burnley,7,38,14,12,12,54
epl,2017,EVE,Everton,8,38,13,15,10,49
epl,2017,LEI,Leicester City,9,38,12,15,11,47
epl,2017,NEW,Newcastle United,10,38,12,18,8,44
epl,2017,CRY,Crystal Palace,11,38,11,16,11,44
epl,2017,BOU,AFC Bournemouth,12,38,11,16,11,44
epl,2017,WHU,West Ham United,13,38,10,16,12,42
epl,2017,WAT,Watford,14,38,11,19,8,41
epl,2017,BHA,Brighton & Hove Albion,15,38,9,16,13,40
epl,2017,HUD,Huddersfield Town,16,38,9,19,10,37
epl,2017,SOU,Southampton,17,38,7,16,15,36
epl,2017,SWA,Swansea City,18,38,8,21,9,33
epl,2017,STK,Stoke City,19,38,7,19,12,33
epl,2017,WBA,West Bromwich Albion,20,38,6,19,13,31
epl,2018,MNC,Manchester City,1,38,32,4,2,98
epl,2018,LIV,Liverpool,2,38,30,1,7,97
epl,2018,CHE,Chelsea,3,38,21,8,9,72
epl,2018,TOT,Tottenham Hotspur,4,38,23,13,2,71
epl,2018,ARS,Arsenal,5,38,21,10,7,70
epl,2018,MAN,Manchester United,6,38,19,10,9,66
epl,2018,WOL,Wolverhampton Wanderers,7,38,16,13,9,57
epl,2018,EVE,Everton,8,38,15,14,9,54
epl,2018,LEI,Leicester City,9,38,15,16,7,52
epl,2018,WHU,West Ham United,10,38,15,16,7,52
epl,2018,WAT,Watford,11,38,14,16,8,50
epl,2018,CRY,Crystal Palace,12,38,14,17,7,49
epl,2018,NEW,Newcastle United,13,38,12,17,9,45
epl,2018,BOU,AFC Bournemouth,14,38,13,19,6,45
epl,2018,BUR,Burnley,15,38,11,20,7,40
epl,2018,SOU,Southampton,16,38,9,17,12,39
epl,2018,BHA,Brighton & Hove Albion,17,38,9,20,9,36
epl,2018,CAR,Cardiff City,18,38,10,24,4,34
epl,2018,FUL,Fulham,19,38,7,26,5,26
epl,2018,HUD,Huddersfield Town,20,38,3,28,7,16
epl,2019,LIV,Liverpool,1,38,32,3,3,99
epl,2019,MNC,Manchester City,2,38,26,9,3,81
epl,2019,MAN,Manchester United,3,38,18,8,12,66
epl,2019,CHE,Chelsea,4,38,20,12,6,66
epl,2019,LEI,Leicester City,5,38,18,12,8,62
epl,2019,TOT,Tottenham Hotspur,6,38,16,11,11,59
epl,2019,WOL,Wolverhampton Wanderers,7,38,15,9,14,59
epl,2019,ARS,Arsenal,8,38,14,10,14,56
epl,2019,SHU,Sheffield United,9,38,14,12,12,54
epl,2019,BUR,Burnley,10,38,15,14,9,54
epl,2019,SOU,Southampton,11,38,15,16,7,52
epl,2019,EVE,Everton,12,38,13,15,10,49
epl,2019,NEW,Newcastle United,13,38,11,16,11,44
epl,2019,CRY,Crystal Palace,14,38,11,17,10,43
epl,2019,BHA,Brighton & Hove Albion,15,38,9,15,14,41
epl,2019,WHU,West Ham United,16,38,10,19,9,39
epl,2019,AVL,Aston Villa,17,38,9,21,8,35
epl,2019,BOU,AFC Bournemouth,18,38,9,22,7,34
epl,2019,WAT,Watford,19,38,8,20,10,34
epl,2019,NOR,Norwich City,20,38,5,27,6,21
epl,2020,MNC,Manchester City,1,38,27,6,5,86
epl,2020,MAN,Manchester United,2,38,21,6,11,74
epl,2020,LIV,Liverpool,3,38,20,9,9,69
epl,2020,CHE,Chelsea,4,38,19,9,10,67
epl,2020,LEI,Leicester City,5,38,20,12,6,66
epl,2020,WHU,West Ham United,6,38,19,11,8,65
epl,2020,TOT,Tottenham Hotspur,7,38,18,12,8,62
epl,2020,ARS,Arsenal,8,38,18,13,7,61
epl,2020,LEE,Leeds United,9,38,18,15,5,59
epl,2020,EVE,Everton,10,38,17,13,8,59
epl,2020,AVL,Aston Villa,11,38,16,15,7,55
epl,2020,NEW,Newcastle United,12,38,12,17,9,45
epl,2020,WOL,Wolverhampton Wanderers,13,38,12,17,9,45
epl,2020,CRY,Crystal Palace,14,38,12,18,8,44
epl,2020,SOU,Southampton,15,38,12,19,7,43
epl,2020,BHA,Brighton & Hove Albion,16,38,9,15,14,41
epl,2020,BUR,Burnley,17,38,10,19,9,39
epl,2020,FUL,Fulham,18,38,5,20,13,28
epl,2020,WBA,West Bromwich Albion,19,38,5,22,11,26
epl,2020,SHU,Sheffield United,20,38,7,29,2,23
epl,2021,MNC,Manchester City,1,38,29,3,6,93
epl,2021,LIV,Liverpool,2,38,28,2,8,92
epl,2021,CHE,Chelsea,3,38,21,6,11,74
epl,2021,TOT,Tottenham Hotspur,4,38,22,11,5,71
epl,2021,ARS,Arsenal,5,38,22,13,3,69
epl,2021,MAN,Manchester United,6,38,16,12,10,58
epl,2021,WHU,West Ham United,7,38,16,14,8,56
epl,2021,LEI,Leicester City,8,38,14,14,10,52
epl,2021,BHA,Brighton & Hove Albion,9,38,12,11,15,51
epl,2021,WOL,Wolverhampton Wanderers,10,38,15,17,6,51
epl,2021,NEW,Newcastle United,11,38,13,15,10,49
epl,2021,CRY,Crystal Palace,12,38,11,12,15,48
epl,2021,BRE,Brentford,13,38,13,18,7,46
epl,2021,AVL,Aston Villa,14,38,13,19,6,45
epl,2021,SOU,Southampton,15,38,9,16,13,40
epl,2021,EVE,Everton,16,38,11,21,6,39
epl,2021,LEE,Leeds United,17,38,9,18,11,38
epl,2021,BUR,Burnley,18,38,7,17,14,35
epl,2021,WAT,Watford,19,38,6,27,5,23
epl,2021,NOR,Norwich City,20,38,5,26,7,22
epl,2022,MNC,Manchester City,1,38,28,5,5,89
epl,2022,ARS,Arsenal,2,38,26,6,6,84
epl,2022,MAN,Manchester United,3,38,23,9,6,75
epl,2022,NEW,Newcastle United,4,38,19,5,14,71
epl,2022,LIV,Liverpool,5,38,19,9,10,67
epl,2022,BHA,Brighton & Hove Albion,6,38,18,12,8,62
epl,2022,AVL,Aston Villa,7,38,18,13,7,61
epl,2022,TOT,Tottenham Hotspur,8,38,18,14,6,60
epl,2022,BRE,Brentford,9,38,15,9,14,59
epl,2022,FUL,Fulham,10,38,15,16,7,52
epl,2022,CRY,Crystal Palace,11,38,11,15,12,45
epl,2022,CHE,Chelsea,12,38,11,16,11,44
epl,2022,WOL,Wolverhampton Wanderers,13,38,11,19,8,41
epl,2022,WHU,West Ham United,14,38,11,20,7,40
epl,2022,BOU,AFC Bournemouth,15,38,11,21,6,39
epl,2022,NFO,Nottingham Forest,16,38,9,18,11,38
epl,2022,EVE,Everton,17,38,8,18,12,36
epl,2022,LEI,Leicester City,18,38,9,22,7,34
epl,2022,LEE,Leeds United,19,38,7,21,10,31
epl,2022,SOU,Southampton,20,38,6,25,7,25
fra,2013,PSG,Paris Saint-Germain,1,38,27,3,8,89
fra,2013,MON,AS Monaco,2,38,23,4,11,80
fra,2013,LILL,Lille,3,38,20,7,11,71
fra,2013,ASSE,Saint-Etienne,4,38,20,9,9,69
fra,2013,LYON,Lyon,5,38,17,11,10,61
fra,2013,OLM,Marseille,6,38,16,10,12,60
fra,2013,BOR,Bordeaux,7,38,13,11,14,53
fra,2013,LOR,Lorient,8,38,13,15,10,49
fra,2013,TOU,Toulouse,9,38,12,13,13,49
fra,2013,BAS,Bastia,10,38,13,15,10,49
fra,2013,REIM,Stade de Reims,11,38,12,14,12,48
fra,2013,REN,Stade Rennais,12,38,11,14,13,46
fra,2013,NAN,Nantes,13,38,12,16,10,46
fra,2013,EVN,Evian Thonon Gaillard,14,38,11,16,11,44
fra,2013,MONT,Montpellier,15,38,8,12,18,42
fra,2013,EAG,Guingamp,16,38,11,18,9,42
fra,2013,NICE,Nice,17,38,12,20,6,42
fra,2013,SOC,Sochaux,18,38,10,18,10,40
fra,2013,VAFC,Valenciennes,19,38,7,23,8,29
fra,2013,ACA,AC Ajaccio,20,38,4,23,11,23
fra,2014,PSG,Paris Saint-Germain,1,38,24,3,11,83
fra,2014,LYON,Lyon,2,38,22,7,9,75
fra,2014,MON,AS Monaco,3,38,20,7,11,71
fra,2014,OLM,Marseille,4,38,21,11,6,69
fra,2014,ASSE,Saint-Etienne,5,38,19,7,12,69
fra,2014,BOR,Bordeaux,6,38,17,9,12,63
fra,2014,MONT,Montpellier,7,38,16,14,8,56
fra,2014,LILL,Lille,8,38,16,14,8,56
fra,2014,REN,Stade Rennais,9,38,13,14,11,50
fra,2014,EAG,Guingamp,10,38,15,19,4,49
fra,2014,NICE,Nice,11,38,13,16,9,48
fra,2014,BAS,Bastia,12,38,12,15,11,47
fra,2014,CAN,Caen,13,38,12,16,10,46
fra,2014,NAN,Nantes,14,38,11,15,12,45
fra,2014,REIM,Stade de Reims,15,38,12,18,8,44
fra,2014,LOR,Lorient,16,38,12,19,7,43
fra,2014,TOU,Toulouse,17,38,12,20,6,42
fra,2014,EVN,Evian Thonon Gaillard,18,38,11,23,4,37
fra,2014,METZ,Metz,19,38,7,22,9,30
fra,2014,RCL,Lens,20,38,7,23,8,29
fra,2015,PSG,Paris Saint-Germain,1,38,30,2,6,96
fra,2015,LYON,Lyon,2,38,19,11,8,65
fra,2015,MON,AS Monaco,3,38,17,7,14,65
fra,2015,NICE,Nice,4,38,18,11,9,63
fra,2015,LILL,Lille,5,38,15,8,15,60
fra,2015,ASSE,Saint-Etienne,6,38,17,14,7,58
fra,2015,CAN,Caen,7,38,16,16,6,54
fra,2015,REN,Stade Rennais,8,38,13,12,13,52
fra,2015,ANG,Angers,9,38,13,14,11,50
fra,2015,BAS,Bastia,10,38,14,16,8,50
fra,2015,BOR,Bordeaux,11,38,12,12,14,50
fra,2015,MONT,Montpellier,12,38,14,17,7,49
fra,2015,OLM,Marseille,13,38,10,10,18,48
fra,2015,NAN,Nantes,14,38,12,14,12,48
fra,2015,LOR,Lorient,15,38,11,14,13,46
fra,2015,EAG,Guingamp,16,38,11,16,11,44
fra,2015,TOU,Toulouse,17,38,9,16,13,40
fra,2015,REIM,Stade de Reims,18,38,10,19,9,39
fra,2015,GFC,GFC Ajaccio,19,38,8,17,13,37
fra,2015,TRY,Troyes,20,38,3,26,9,18
fra,2016,MON,AS Monaco,1,38,30,3,5,95
fra,2016,PSG,Paris Saint-Germain,2,38,27,5,6,87
fra,2016,NICE,Nice,3,38,22,4,12,78
fra,2016,LYON,Lyon,4,38,21,13,4,67
fra,2016,OLM,Marseille,5,38,17,10,11,62
fra,2016,BOR,Bordeaux,6,38,15,9,14,59
fra,2016,NAN,Nantes,7,38,14,15,9,51
fra,2016,ASSE,Saint-Etienne,8,38,12,12,14,50
fra,2016,REN,Stade Rennais,9,38,12,12,14,50
fra,2016,EAG,Guingamp,10,38,14,16,8,50
fra,2016,LILL,Lille,11,38,13,18,7,46
fra,2016,ANG,Angers,12,38,13,18,7,46
fra,2016,TOU,Toulouse,13,38,10,14,14,44
fra,2016,METZ,Metz,14,38,11,17,10,43
fra,2016,MONT,Montpellier,15,38,10,19,9,39
fra,2016,DIJO,Dijon FCO,16,38,8,17,13,37
fra,2016,CAN,Caen,17,38,10,21,7,37
fra,2016,LOR,Lorient,18,38,10,22,6,36
fra,2016,ASNL,AS Nancy Lorraine,19,38,9,21,8,35
fra,2016,BAS,Bastia,20,38,8,20,10,34
fra,2017,PSG,Paris Saint-Germain,1,38,29,3,6,93
fra,2017,MON,AS Monaco,2,38,24,6,8,80
fra,2017,LYON,Lyon,3,38,23,6,9,78
fra,2017,OLM,Marseille,4,38,22,5,11,77
fra,2017,REN,Stade Rennais,5,38,16,12,10,58
fra,2017,BOR,Bordeaux,6,38,16,15,7,55
fra,2017,ASSE,Saint-Etienne,7,38,15,13,10,55
fra,2017,NICE,Nice,8,38,15,14,9,54
fra,2017,NAN,Nantes,9,38,14,14,10,52
fra,2017,MONT,Montpellier,10,38,11,9,18,51
fra,2017,DIJO,Dijon FCO,11,38,13,16,9,48
fra,2017,EAG,Guingamp,12,38,12,15,11,47
fra,2017,AMI,SC Amiens,13,38,12,17,9,45
fra,2017,ANG,Angers,14,38,9,15,14,41
fra,2017,STR,Strasbourg,15,38,9,18,11,38
fra,2017,CAN,Caen,16,38,10,20,8,38
fra,2017,LILL,Lille,17,38,10,20,8,38
fra,2017,TOU,Toulouse,18,38,9,19,10,37
fra,2017,TRY,Troyes,19,38,9,23,6,33
fra,2017,METZ,Metz,20,38,6,24,8,26
fra,2018,PSG,Paris Saint-Germain,1,38,29,5,4,91
fra,2018,LILL,Lille,2,38,22,7,9,75
fra,2018,LYON,Lyon,3,38,21,8,9,72
fra,2018,ASSE,Saint-Etienne,4,38,19,10,9,66
fra,2018,OLM,Marseille,5,38,18,13,7,61
fra,2018,MONT,Montpellier,6,38,15,9,14,59
fra,2018,NICE,Nice,7,38,15,12,11,56
fra,2018,REIM,Stade de Reims,8,38,13,9,16,55
fra,2018,NIM,Nimes,9,38,15,15,8,53
fra,2018,REN,Stade Rennais,10,38,13,12,13,52
fra,2018,STR,Strasbourg,11,38,11,11,16,49
fra,2018,NAN,Nantes,12,38,13,16,9,48
fra,2018,ANG,Angers,13,38,10,12,16,46
fra,2018,BOR,Bordeaux,14,38,10,17,11,41
fra,2018,AMI,SC Amiens,15,38,9,18,11,38
fra,2018,TOU,Toulouse,16,38,8,16,14,38
fra,2018,MON,AS Monaco,17,38,8,18,12,36
fra,2018,DIJO,Dijon FCO,18,38,9,22,7,34
fra,2018,CAN,Caen,19,38,7,19,12,33
fra,2018,EAG,Guingamp,20,38,5,21,12,27
fra,2019,PSG,Paris Saint-Germain,1,27,22,3,2,68
fra,2019,OLM,Marseille,2,28,16,4,8,56
fra,2019,REN,Stade Rennais,3,28,15,8,5,50
fra,2019,LILL,Lille,4,28,15,9,4,49
fra,2019,NICE,Nice,5,28,11,9,8,41
fra,2019,REIM,Stade de Reims,6,28,10,7,11,41
fra,2019,LYON,Lyon,7,28,11,10,7,40
fra,2019,MONT,Montpellier,8,28,11,10,7,40
fra,2019,MON,AS Monaco,9,28,11,10,7,40
fra,2019,STR,Strasbourg,10,27,11,11,5,38
fra,2019,ANG,Angers,11,28,11,11,6,39
fra,2019,BOR,Bordeaux,12,28,9,9,10,37
fra,2019,NAN,Nantes,13,28,11,13,4,37
fra,2019,BRES,Brest,14,28,8,10,10,34
fra,2019,METZ,Metz,15,28,8,10,10,34
fra,2019,DIJO,Dijon FCO,16,28,7,12,9,30
fra,2019,ASSE,Saint-Etienne,17,28,8,14,6,30
fra,2019,NIM,Nimes,18,28,7,15,6,27
fra,2019,AMI,SC Amiens,19,28,4,13,11,23
fra,2019,TOU,Toulouse,20,28,3,21,4,13
fra,2020,LILL,Lille,1,38,24,3,11,83
fra,2020,PSG,Paris Saint-Germain,2,38,26,8,4,82
fra,2020,MON,AS Monaco,3,38,24,8,6,78
fra,2020,LYON,Lyon,4,38,22,6,10,76
fra,2020,OLM,Marseille,5,38,16,10,12,60
fra,2020,REN,Stade Rennais,6,38,16,12,10,58
fra,2020,RCL,Lens,7,38,15,11,12,57
fra,2020,MONT,Montpellier,8,38,14,12,12,54
fra,2020,NICE,Nice,9,38,15,16,7,52
fra,2020,METZ,Metz,10,38,12,15,11,47
fra,2020,ASSE,Saint-Etienne,11,38,12,16,10,46
fra,2020,BOR,Bordeaux,12,38,13,19,6,45
fra,2020,ANG,Angers,13,38,12,18,8,44
fra,2020,REIM,Stade de Reims,14,38,9,14,15,42
fra,2020,STR,Strasbourg,15,38,11,18,9,42
fra,2020,LOR,Lorient,16,38,11,18,9,42
fra,2020,BRES,Brest,17,38,11,19,8,41
fra,2020,NAN,Nantes,18,38,9,16,13,40
fra,2020,NIM,Nimes,19,38,9,21,8,35
fra,2020,DIJO,Dijon FCO,20,38,4,25,9,21
fra,2021,PSG,Paris Saint-Germain,1,38,26,4,8,86
fra,2021,OLM,Marseille,2,38,21,9,8,71
fra,2021,MON,AS Monaco,3,38,20,9,9,69
fra,2021,REN,Stade Rennais,4,38,20,12,6,66
fra,2021,NICE,Nice,5,38,20,11,7,66
fra,2021,STR,Strasbourg,6,38,17,9,12,63
fra,2021,RCL,Lens,7,38,17,10,11,62
fra,2021,LYON,Lyon,8,38,17,10,11,61
fra,2021,NAN,Nantes,9,38,15,13,10,55
fra,2021,LILL,Lille,10,38,14,11,13,55
fra,2021,BRES,Brest,11,38,13,16,9,48
fra,2021,REIM,Stade de Reims,12,38,11,14,13,46
fra,2021,MONT,Montpellier,13,38,12,19,7,43
fra,2021,ANG,Angers,14,38,10,17,11,41
fra,2021,TRY,Troyes,15,38,9,18,11,38
fra,2021,LOR,Lorient,16,38,8,18,12,36
fra,2021,CLE,Clermont Foot,17,38,9,20,9,36
fra,2021,ASSE,Saint-Etienne,18,38,7,20,11,32
fra,2021,METZ,Metz,19,38,6,19,13,31
fra,2021,BOR,Bordeaux,20,38,6,19,13,31
fra,2022,PSG,Paris Saint-Germain,1,38,27,7,4,85
fra,2022,RCL,Lens,2,38,25,4,9,84
fra,2022,OLM,Marseille,3,38,22,9,7,73
fra,2022,REN,Stade Rennais,4,38,21,12,5,68
fra,2022,LILL,Lille,5,38,19,9,10,67
fra,2022,MON,AS Monaco,6,38,19,11,8,65
fra,2022,LYON,Lyon,7,38,18,12,8,62
fra,2022,CLE,Clermont Foot,8,38,17,13,8,59
fra,2022,NICE,Nice,9,38,15,10,13,58
fra,2022,LOR,Lorient,10,38,15,13,10,55
fra,2022,REIM,Stade de Reims,11,38,12,11,15,51
fra,2022,MONT,Montpellier,12,38,15,18,5,50
fra,2022,TOU,Toulouse,13,38,13,16,9,48
fra,2022,BRES,Brest,14,38,11,16,11,44
fra,2022,STR,Strasbourg,15,38,9,16,13,40
fra,2022,NAN,Nantes,16,38,7,16,15,36
fra,2022,AUX,AJ Auxerre,17,38,8,19,11,35
fra,2022,ACA,AC Ajaccio,18,38,7,26,5,26
fra,2022,TRY,Troyes,19,38,4,22,12,24
fra,2022,ANG,Angers,20,38,4,28,6,18
ger,2013,MUN,Bayern Munich,1,34,29,2,3,90
ger,2013,DOR,Borussia Dortmund,2,34,22,7,5,71
ger,2013,S04,Schalke 04,3,34,19,8,7,64
ger,2013,B04,Bayer Leverkusen,4,34,19,11,4,61
ger,2013,WOB,VfL Wolfsburg,5,34,18,10,6,60
ger,2013,BMG,Borussia Monchengladbach,6,34,16,11,7,55
ger,2013,M05,Mainz,7,34,16,13,5,53
ger,2013,FCA,FC Augsburg,8,34,15,12,7,52
ger,2013,TSG,TSG Hoffenheim,9,34,11,12,11,44
ger,2013,H96,Hannover 96,10,34,12,16,6,42
ger,2013,BSC,Hertha Berlin,11,34,11,15,8,41
ger,2013,SVW,Werder Bremen,12,34,10,15,9,39
ger,2013,SGE,Eintracht Frankfurt,13,34,9,16,9,36
ger,2013,SCF,SC Freiburg,14,34,9,16,9,36
ger,2013,VFB,VfB Stuttgart,15,34,8,18,8,32
ger,2013,HSV,Hamburg SV,16,34,7,21,6,27
ger,2013,FCN,Nurnberg,17,34,5,18,11,26
ger,2013,EBS,TSV Eintracht Braunschweig,18,34,6,21,7,25
ger,2014,MUN,Bayern Munich,1,34,25,5,4,79
ger,2014,WOB,VfL Wolfsburg,2,34,20,5,9,69
ger,2014,BMG,Borussia Monchengladbach,3,34,19,6,9,66
ger,2014,B04,Bayer Leverkusen,4,34,17,7,10,61
ger,2014,FCA,FC Augsburg,5,34,15,15,4,49
ger,2014,S04,Schalke 04,6,34,13,12,9,48
ger,2014,DOR,Borussia Dortmund,7,34,13,14,7,46
ger,2014,TSG,TSG Hoffenheim,8,34,12,14,8,44
ger,2014,SGE,Eintracht Frankfurt,9,34,11,13,10,43
ger,2014,SVW,Werder Bremen,10,34,11,13,10,43
ger,2014,M05,Mainz,11,34,9,12,13,40
ger,2014,KOE,FC Cologne,12,34,9,12,13,40
ger,2014,H96,Hannover 96,13,34,9,15,10,37
ger,2014,VFB,VfB Stuttgart,14,34,9,16,9,36
ger,2014,BSC,Hertha Berlin,15,34,9,17,8,35
ger,2014,HSV,Hamburg SV,16,34,9,17,8,35
ger,2014,SCF,SC Freiburg,17,34,7,14,13,34
ger,2014,SCP,SC Paderborn 07,18,34,7,17,10,31
ger,2015,MUN,Bayern Munich,1,34,28,2,4,88
ger,2015,DOR,Borussia Dortmund,2,34,24,4,6,78
ger,2015,B04,Bayer Leverkusen,3,34,18,10,6,60
ger,2015,BMG,Borussia Monchengladbach,4,34,17,13,4,55
ger,2015,S04,Schalke 04,5,34,15,12,7,52
ger,2015,M05,Mainz,6,34,14,12,8,50
ger,2015,BSC,Hertha Berlin,7,34,14,12,8,50
ger,2015,WOB,VfL Wolfsburg,8,34,12,13,9,45
ger,2015,KOE,FC Cologne,9,34,10,11,13,43
ger,2015,HSV,Hamburg SV,10,34,11,15,8,41
ger,2015,ING,FC Ingolstadt 04,11,34,10,14,10,40
ger,2015,FCA,FC Augsburg,12,34,9,14,11,38
ger,2015,SVW,Werder Bremen,13,34,10,16,8,38
ger,2015,SVD,SV Darmstadt 98,14,34,9,14,11,38
ger,2015,TSG,TSG Hoffenheim,15,34,9,15,10,37
ger,2015,SGE,Eintracht Frankfurt,16,34,9,16,9,36
ger,2015,VFB,VfB Stuttgart,17,34,9,19,6,33
ger,2015,H96,Hannover 96,18,34,7,23,4,25
ger,2016,MUN,Bayern Munich,1,34,25,2,7,82
ger,2016,RBL,RB Leipzig,2,34,20,7,7,67
ger,2016,DOR,Borussia Dortmund,3,34,18,6,10,64
ger,2016,TSG,TSG Hoffenheim,4,34,16,4,14,62
ger,2016,KOE,FC Cologne,5,34,12,9,13,49
ger,2016,BSC,Hertha Berlin,6,34,15,15,4,49
ger,2016,SCF,SC Freiburg,7,34,14,14,6,48
ger,2016,SVW,Werder Bremen,8,34,13,15,6,45
ger,2016,BMG,Borussia Monchengladbach,9,34,12,13,9,45
ger,2016,S04,Schalke 04,10,34,11,13,10,43
ger,2016,SGE,Eintracht Frankfurt,11,34,11,14,9,42
ger,2016,B04,Bayer Leverkusen,12,34,11,15,8,41
ger,2016,FCA,FC Augsburg,13,34,9,14,11,38
ger,2016,HSV,Hamburg SV,14,34,10,16,8,38
ger,2016,M05,Mainz,15,34,10,17,7,37
ger,2016,WOB,VfL Wolfsburg,16,34,10,17,7,37
ger,2016,ING,FC Ingolstadt 04,17,34,8,18,8,32
ger,2016,SVD,SV Darmstadt 98,18,34,7,23,4,25
ger,2017,MUN,Bayern Munich,1,34,27,4,3,84
ger,2017,S04,Schalke 04,2,34,18,7,9,63
ger,2017,TSG,TSG Hoffenheim,3,34,15,9,10,55
ger,2017,DOR,Borussia Dortmund,4,34,15,9,10,55
ger,2017,B04,Bayer Leverkusen,5,34,15,9,10,55
ger,2017,RBL,RB Leipzig,6,34,15,11,8,53
ger,2017,VFB,VfB Stuttgart,7,34,15,13,6,51
ger,2017,SGE,Eintracht Frankfurt,8,34,14,13,7,49
ger,2017,BMG,Borussia Monchengladbach,9,34,13,13,8,47
ger,2017,BSC,Hertha Berlin,10,34,10,11,13,43
